,url_pk,channel_id,title,description,thumbnails,view_count,like_count,published,play_time
30,EtzvOe1q7gs,UCNhofiqfw5nl-NeDJkXtPvw,최고의 절경을 가진 화산에 가보다 【인도네시아2】,"이 영상은 [여기어때]의 유료광고를 포함하고 있습니다.

혼자는...
익듁하니까...
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Kevin MacLeod - Thaxted (Gustav Holst)
https://www.youtube.com/watch?v=SLgsdW3wKYo

Kevin MacLeod - Pleasant Porridge
https://www.youtube.com/watch?v=ud8p5XI8WFA",https://i.ytimg.com/vi/EtzvOe1q7gs/hqdefault.jpg,1472811,21640,2023-06-14T03:00:12Z,PT23M1S
31,gylkN_zBO5g,UCNhofiqfw5nl-NeDJkXtPvw,고독하게 혼자 즐기는 발리 신혼여행지 【인도네시아3】,"솔로천국
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Folk Bed
https://www.youtube.com/watch?v=USpShi9VDkc

Bird In Hand – Audionautix
https://www.youtube.com/watch?v=f8ySBlvVlzw",https://i.ytimg.com/vi/gylkN_zBO5g/hqdefault.jpg,1419645,25228,2023-06-19T03:00:16Z,PT14M29S
32,CjxVKceysqQ,UCNhofiqfw5nl-NeDJkXtPvw,현지인들이 즐겨찾는 야생의 워터파크들 【인도네시아4】,"시원하다 시원해
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
Insta360 X3
--------------------------------------
배경음악

Jahzzar - Dory Honey
https://www.youtube.com/watch?v=2OOIHJFo5UI

Jahzzar - In my pocket
https://www.youtube.com/watch?v=yz4xUTPt2gU",https://i.ytimg.com/vi/CjxVKceysqQ/hqdefault.jpg,1509731,29820,2023-06-21T03:00:06Z,PT20M33S
33,5TIgtb39KJ0,UCNhofiqfw5nl-NeDJkXtPvw,바다에서 사는 바자우 부족 마을에서의 멋진 하루 【인도네시아5】,"인도네시아 끝!
떼리마 까씨
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
Insta360 X3
--------------------------------------
배경음악

Kevin MacLeod - Clear Air
https://www.youtube.com/watch?v=F7akLn9YOvI

Kevin MacLeod - Semi-Funk
https://www.youtube.com/watch?v=M85vxz2D0gg",https://i.ytimg.com/vi/5TIgtb39KJ0/hqdefault.jpg,1304530,24207,2023-06-26T03:00:02Z,PT26M10S
34,DyTsVjaDCqs,UCNhofiqfw5nl-NeDJkXtPvw,덱스와 두근두근 인도 산골도시 산책 【쇼트트립】,"코피야 가라
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Jahzzar - Mr Bleach
https://www.youtube.com/watch?v=qKkxwfUvh2s",https://i.ytimg.com/vi/DyTsVjaDCqs/hqdefault.jpg,2367105,40900,2023-08-07T03:00:07Z,PT22M8S
35,qU62SLxyu-s,UCNhofiqfw5nl-NeDJkXtPvw,빡세다고 해서 중동 전문가와 함께한 모로코 여행 【마그레브1】,"멈추지 않는 알파고의 수다...
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악


Kevin MacLeod - Netherworld Shanty
https://www.youtube.com/watch?v=JOt2Lzl4fAk

Kevin MacLeod - Digya
https://www.youtube.com/watch?v=tyrSx4bH3XA

Kevin MacLeod - Quasi Motion
https://www.youtube.com/watch?v=11sCrJMB8oI",https://i.ytimg.com/vi/qU62SLxyu-s/hqdefault.jpg,2018066,35259,2023-07-30T22:34:30Z,PT23M5S
36,SZneK1U8QZs,UCNhofiqfw5nl-NeDJkXtPvw,흥정 고자들이 모로코 시장에 가면 생기는 일 【마그레브2】,"메챠쿠챠 사버렸다
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Jahzzar - Origin
https://www.youtube.com/watch?v=YnxDcaC7hJg

Jahzzar - Curves
https://www.youtube.com/watch?v=dD9ZZEzgBhM

Jahzzar - Rossio
https://www.youtube.com/watch?v=DicNAL0D2Ps",https://i.ytimg.com/vi/SZneK1U8QZs/hqdefault.jpg,1486718,25221,2023-08-04T03:00:17Z,PT23M3S
37,0vyCyUDZ8HY,UCNhofiqfw5nl-NeDJkXtPvw,정처없는 모로코 산골짜기 방랑 【마그레브3】,"달 갈끄니끄아~
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
Insta360 X3
--------------------------------------
배경음악

Jahzzar - Sketch #2(s.o.s)
https://www.youtube.com/watch?v=SqqK3dK3UQ4

Jahzzar - Our rules
https://www.youtube.com/watch?v=bLcQ2q6oZCQ

Jahzzar - money
https://www.youtube.com/watch?v=FySxvGpC654",https://i.ytimg.com/vi/0vyCyUDZ8HY/hqdefault.jpg,1162978,22478,2023-08-10T01:31:18Z,PT16M55S
38,4A1phy4JPnw,UCNhofiqfw5nl-NeDJkXtPvw,"제주도만한 스페인 섬, 5시간만 여행하고 떠나기 【마그레브4】","미니미니
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Jason Shaw - DOBRO MASHUP
https://www.youtube.com/watch?v=ARLbCaUwQMA

Jason Shaw - FUNKY JUNKY
https://www.youtube.com/watch?v=25iYo5LOyT8

Jason Shaw - SIDEWALK
https://www.youtube.com/watch?v=NvKwTw5blEI",https://i.ytimg.com/vi/4A1phy4JPnw/hqdefault.jpg,1151341,21217,2023-08-13T22:00:04Z,PT18M54S
39,4DDPuIPCRU8,UCNhofiqfw5nl-NeDJkXtPvw,진짜 사막의 진짜 오아시스는 어떻게 생겼을까? 【마그레브5】,"모리타니 힘드네...
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Kevin MacLeod - AngloZulu
https://www.youtube.com/watch?v=-T_0wo4-HTk

Jahzzar - Thin Line
https://www.youtube.com/watch?v=NlwChwicST0

Jahzzar - Superconductivity
https://www.youtube.com/results?search_query=jahzzar+superconduc",https://i.ytimg.com/vi/4DDPuIPCRU8/hqdefault.jpg,1262398,21962,2023-08-17T03:00:03Z,PT20M32S
40,dP0GcOcTDFo,UCNhofiqfw5nl-NeDJkXtPvw,모리타니 철광석 화물 열차 무임승차 여행 【마그레브6】,"제가 원래 폐가 좀 안 좋습니다...
춘천 출신이고(전국에서 폐 질환 1등 지역)
군대도 운전병 정비병 해서 매연 많이 마시고
암튼 그렇습니다...
덜 더운 겨울에 했다면 버텼을지도?
주저리주저리...
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Jahzzar - Please Listen Carefully
https://www.youtube.com/watch?v=7F6FdipxEvE

Jahzzar - Liar
https://www.youtube.com/watch?v=8Y39ZgQ3NJQ

Jahzzar - So many words
https://www.jamendo.com/track/363326/so-many-words-unfinished-song?language=it",https://i.ytimg.com/vi/dP0GcOcTDFo/hqdefault.jpg,1256628,39891,2023-08-21T03:00:19Z,PT19M42S
